payment_id,order_id,payment_type,installments,amount
PAY-005965,ORD-012629,voucher,1,5930.9
PAY-005966,ORD-009559,debit_card,1,627.57
PAY-005967,ORD-014960,credit_card,9,6549.33
PAY-005968,ORD-012034,debit_card,1,359.99
PAY-005969,ORD-014530,boleto,1,7034.43
PAY-005970,ORD-011021,boleto,1,5148.09
PAY-005971,ORD-004331,voucher,1,1537.91
PAY-005972,ORD-008993,boleto,1,2553.34
PAY-005973,ORD-008100,boleto,1,4617.19
PAY-005974,ORD-003550,credit_card,12,3639.84
PAY-005975,ORD-009197,credit_card,4,3340.5
PAY-005976,ORD-005293,credit_card,8,351.11
PAY-005977,ORD-000919,voucher,1,5954.32
PAY-005978,ORD-000161,credit_card,6,5645.74
PAY-005979,ORD-010251,credit_card,9,5020.28
PAY-005980,ORD-000885,credit_card,10,1163.52
PAY-005981,ORD-005489,voucher,1,7048.01
PAY-005982,ORD-008002,boleto,1,3394.23
PAY-005983,ORD-008221,PIX,3,1843.38
PAY-005984,ORD-003124,voucher,1,7070.63
PAY-005985,ORD-013346,voucher,1,930.47
PAY-005986,ORD-002244,voucher,1,1237.82
PAY-005987,ORD-001080,boleto,1,5615.46
PAY-005988,ORD-014602,credit_card,12,-388.39
PAY-005989,ORD-010340,boleto,1,4850.24
PAY-005990,ORD-005800,credit_card,3,7119.36
PAY-005991,ORD-012448,credit_card,1,4255.56
PAY-005992,ORD-003462,voucher,1,5347.34
PAY-005993,ORD-012952,credit_card,1,1593.81
PAY-005994,ORD-003252,voucher,1,269.1
PAY-005995,ORD-007641,credit_card,3,4108.47
PAY-005996,ORD-003795,credit_card,7,1630.86
PAY-005997,ORD-007031,credit_card,1,4072.36
PAY-005998,ORD-008036,credit_card,3,1647.27
PAY-005999,ORD-012380,voucher,1,5385.23
PAY-006000,ORD-006088,boleto,1,4417.01
PAY-006001,ORD-006240,credit_card,1,2151.49
PAY-006002,ORD-014287,voucher,1,785.63
PAY-006003,ORD-002826,credit_card,2,7265.91
PAY-006004,ORD-012690,credit_card,11,4256.58
PAY-006005,ORD-003405,debit_card,1,173.58
PAY-006006,ORD-013023,boleto,1,3444.68
PAY-006007,ORD-000271,debit_card,1,4125.14
PAY-006008,ORD-007459,voucher,1,5023.66
PAY-006009,ORD-004396,boleto,1,2942.28
PAY-006010,ORD-002619,boleto,1,684.6
PAY-006011,ORD-013597,credit_card,10,7677.41
PAY-006012,ORD-005512,debit_card,1,3446.35
PAY-006013,ORD-013727,voucher,1,6771.75
PAY-006014,ORD-012277,boleto,1,2039.22
PAY-006015,ORD-009172,debit_card,1,2454.39
PAY-006016,ORD-009818,cash,1,6009.24
PAY-006017,ORD-011042,debit_card,1,1411.95
PAY-006018,ORD-012315,boleto,1,6064.06
PAY-006019,ORD-008512,credit_card,12,2928.83
PAY-006020,ORD-003996,voucher,1,1658.63
PAY-006021,ORD-000904,credit_card,8,2518.48
PAY-006022,ORD-008773,credit_card,3,16.68
PAY-006023,ORD-013023,voucher,1,522.72
PAY-006024,ORD-001582,debit_card,,7901.39
PAY-006025,ORD-007202,voucher,1,2344.02
PAY-006026,ORD-013795,voucher,1,3693.02
PAY-006027,ORD-014385,debit_card,1,6395.52
PAY-006028,ORD-001076,voucher,1,-443.27
PAY-006029,ORD-013520,credit_card,10,1424.16
PAY-006030,ORD-008737,voucher,1,7237.55
PAY-006031,ORD-001574,debit_card,1,6056.21
PAY-006032,ORD-006026,credit_card,12,719.7
PAY-006033,ORD-001538,voucher,1,1290.76
PAY-006034,ORD-009772,boleto,1,3568.23
PAY-006035,ORD-000381,boleto,1,3041.79
PAY-006036,ORD-001466,debit_card,1,7438.4
PAY-006037,ORD-006484,debit_card,,5483.47
PAY-006038,ORD-011516,boleto,1,4185.89
PAY-006039,ORD-004492,debit_card,1,5600.62
PAY-006040,ORD-006397,boleto,1,1530.87
PAY-006041,ORD-009950,voucher,1,5196.06
PAY-006042,ORD-006170,debit_card,1,1417.74
PAY-006043,ORD-008122,boleto,1,1115.98
PAY-006044,ORD-005874,credit_card,6,1025.24
PAY-006045,ORD-002288,voucher,1,2769.44
PAY-006046,ORD-000383,voucher,1,6676.08
PAY-006047,ORD-003550,voucher,1,6228.99
PAY-006048,ORD-006577,voucher,1,5567.75
PAY-006049,ORD-007489,debit_card,1,4647.88
PAY-006050,ORD-007675,voucher,1,887.81
PAY-006051,ORD-000992,boleto,1,7798.01
PAY-006052,ORD-009211,voucher,1,6806.84
PAY-006053,ORD-007855,credit_card,6,721.73
PAY-006054,ORD-007113,credit_card,6,4648.6
PAY-006055,ORD-008433,voucher,1,850.64
PAY-006056,ORD-005376,voucher,1,4609.18
PAY-006057,ORD-006911,boleto,1,1587.87
PAY-006058,ORD-007492,boleto,1,4038.61
PAY-006059,ORD-006834,credit_card,4,6736.64
PAY-006060,ORD-014006,debit_card,1,5186.77
PAY-006061,ORD-009526,voucher,1,84.14
PAY-006062,ORD-009418,debit_card,1,1525.35
PAY-006063,ORD-007824,boleto,1,577.42
PAY-006064,ORD-014959,debit_card,1,5117.8
PAY-006065,ORD-008772,boleto,1,3075.0
PAY-006066,ORD-005112,voucher,1,5921.51
PAY-006067,ORD-005054,credit_card,12,2530.93
PAY-006068,ORD-014785,boleto,1,39.36
PAY-006069,ORD-011552,credit_card,5,7456.72
PAY-006070,ORD-010109,debit_card,1,1066.6
PAY-006071,ORD-008409,debit_card,1,60.37
PAY-006072,ORD-011558,boleto,1,5913.21
PAY-006073,ORD-010669,voucher,1,87.6
PAY-006074,ORD-014056,voucher,1,7594.13
PAY-006075,ORD-001766,debit_card,1,509.95
PAY-006076,ORD-007973,boleto,1,7020.13
PAY-006077,ORD-000081,debit_card,1,3561.16
PAY-006078,ORD-012439,credit_card,8,4212.37
PAY-006079,ORD-010645,voucher,1,4551.7
PAY-006080,ORD-002798,credit_card,4,615.39
PAY-006081,ORD-014761,credit_card,4,3180.29
PAY-006082,ORD-006753,voucher,1,7852.43
PAY-006083,ORD-012623,debit_card,1,2260.72
PAY-006084,ORD-013720,credit_card,9,386.61
PAY-006085,ORD-007929,voucher,1,7907.2
PAY-006086,ORD-007636,debit_card,1,270.67
PAY-006087,ORD-008763,debit_card,1,7344.75
PAY-006088,ORD-003383,credit_card,9,7545.39
PAY-006089,ORD-011531,credit_card,9,1221.53
PAY-006090,ORD-001071,credit_card,1,2256.99
PAY-006091,ORD-007419,boleto,1,5737.03
PAY-006092,ORD-013571,debit_card,1,6482.1
PAY-006093,ORD-005358,credit_card,3,3456.3
PAY-006094,ORD-004296,debit_card,1,2176.15
PAY-006095,ORD-002396,voucher,1,7473.03
PAY-006096,ORD-012736,boleto,1,5515.24
PAY-006097,ORD-013857,debit_card,1,1164.5
PAY-006098,ORD-001291,credit_card,9,2685.44
PAY-006099,ORD-008050,debit_card,1,949.66
PAY-006100,ORD-011788,credit_card,4,7437.17
PAY-006101,ORD-003851,boleto,1,3756.59
PAY-006102,ORD-008634,voucher,1,2272.69
PAY-006103,ORD-000753,credit_card,2,3092.85
PAY-006104,ORD-009427,credit_card,11,2847.43
PAY-006105,ORD-014985,boleto,1,859.76
PAY-006106,ORD-011609,boleto,1,-357.5
PAY-006107,ORD-006906,boleto,1,6975.2
PAY-006108,ORD-002783,debit_card,1,4331.94
PAY-006109,ORD-005315,debit_card,1,-178.23
PAY-006110,ORD-007791,credit_card,3,4032.33
PAY-006111,ORD-003641,credit_card,9,3616.53
PAY-006112,ORD-002279,boleto,1,4773.3
PAY-006113,ORD-004180,credit_card,10,2896.39
PAY-006114,ORD-012987,voucher,1,3312.71
PAY-006115,ORD-000195,voucher,1,1502.25
PAY-006116,ORD-001782,credit_card,11,5494.55
PAY-006117,ORD-004502,credit_card,7,6945.83
PAY-006118,ORD-001457,credit_card,12,1523.28
PAY-006119,ORD-008431,credit_card,2,707.59
PAY-006120,ORD-014872,debit_card,1,7048.88
PAY-006121,ORD-000134,debit_card,1,183.56
PAY-006122,ORD-006239,credit_card,7,2569.15
PAY-006123,ORD-012553,credit_card,,769.38
PAY-006124,ORD-004437,voucher,1,5449.61
PAY-006125,ORD-009819,debit_card,1,309.7
PAY-006126,ORD-003567,credit_card,6,1479.01
PAY-006127,ORD-013329,credit_card,8,7105.63
PAY-006128,ORD-002287,debit_card,1,3349.36
PAY-006129,ORD-007296,credit_card,5,4705.95
PAY-006130,ORD-002264,boleto,1,2057.24
PAY-006131,ORD-002460,debit_card,1,2244.62
PAY-006132,ORD-000533,boleto,1,5280.66
PAY-006133,ORD-006747,credit_card,3,6699.76
PAY-006134,ORD-003407,credit_card,2,6466.97
PAY-006135,ORD-010655,debit_card,1,2312.47
PAY-006136,ORD-014907,credit_card,10,108.48
PAY-006137,ORD-005313,credit_card,3,5642.59
PAY-006138,ORD-013817,boleto,1,4564.11
PAY-006139,ORD-001890,boleto,1,1991.29
PAY-006140,ORD-007740,voucher,1,2912.23
PAY-006141,ORD-010040,boleto,1,3662.19
PAY-006142,ORD-010423,debit_card,1,5418.53
PAY-006143,ORD-004072,credit_card,1,7450.76
PAY-006144,ORD-000410,voucher,1,427.26
PAY-006145,ORD-010407,boleto,1,5573.87
PAY-006146,ORD-000447,credit_card,5,6908.87
PAY-006147,ORD-003622,voucher,1,2093.74
PAY-006148,ORD-006994,voucher,1,4299.83
PAY-006149,ORD-000542,credit_card,10,6969.3
PAY-006150,ORD-014060,voucher,1,1345.29
PAY-006151,ORD-009173,boleto,1,3971.93
PAY-006152,ORD-011062,credit_card,12,5815.18
PAY-006153,ORD-000861,voucher,1,7312.91
PAY-006154,ORD-003839,boleto,1,6466.03
PAY-006155,ORD-011077,credit_card,4,1004.27
PAY-006156,ORD-002113,debit_card,1,4205.69
PAY-006157,ORD-012931,voucher,1,2357.22
PAY-006158,ORD-002058,voucher,1,7154.47
PAY-006159,ORD-000517,debit_card,1,6075.48
PAY-006160,ORD-013930,voucher,1,1479.12
PAY-006161,ORD-006220,voucher,1,123.31
PAY-006162,ORD-014011,boleto,1,224.22
PAY-006163,ORD-001080,debit_card,1,2717.42
PAY-006164,ORD-009265,debit_card,1,1145.31
PAY-006165,ORD-010128,credit_card,8,2445.85
PAY-006166,ORD-000993,boleto,1,449.9
PAY-006167,ORD-005973,debit_card,1,2191.74
PAY-006168,ORD-006815,boleto,1,1157.48
PAY-006169,ORD-004229,debit_card,1,6391.74
PAY-006170,ORD-007588,voucher,1,6279.95
PAY-006171,ORD-000057,credit_card,1,3553.33
PAY-006172,ORD-004777,credit_card,5,3274.06
PAY-006173,ORD-006643,boleto,1,3266.55
PAY-006174,ORD-002294,voucher,1,7512.45
PAY-006175,ORD-011996,debit_card,1,5971.6
PAY-006176,ORD-012340,debit_card,1,598.59
PAY-006177,ORD-001735,credit_card,11,2285.25
PAY-006178,ORD-004417,credit_card,8,6691.89
PAY-006179,ORD-005888,debit_card,1,5227.88
PAY-006180,ORD-007799,boleto,1,296.43
PAY-006181,ORD-010484,boleto,1,4920.52
PAY-006182,ORD-011395,boleto,1,2913.06
PAY-006183,ORD-005217,boleto,1,5099.1
PAY-006184,ORD-005812,debit_card,1,4989.72
PAY-006185,ORD-000547,boleto,1,5636.7
PAY-006186,ORD-014267,boleto,1,1740.91
PAY-006187,ORD-011978,debit_card,1,2336.62
PAY-006188,ORD-010117,voucher,1,914.24
PAY-006189,ORD-001072,credit_card,3,1960.24
PAY-006190,ORD-009710,voucher,1,6392.75
PAY-006191,ORD-001708,boleto,1,5195.85
PAY-006192,ORD-004006,voucher,1,201.87
PAY-006193,ORD-004605,debit_card,1,4042.67
PAY-006194,ORD-000991,debit_card,1,401.44
PAY-006195,ORD-003246,boleto,1,4111.11
PAY-006196,ORD-005243,boleto,1,1267.9
PAY-006197,ORD-004143,debit_card,1,6034.95
PAY-006198,ORD-010163,voucher,1,469.16
PAY-006199,ORD-008909,voucher,1,7908.39
PAY-006200,ORD-007081,voucher,1,5420.62
PAY-006201,ORD-001617,voucher,1,6114.26
PAY-006202,ORD-014551,credit_card,7,413.86
PAY-006203,ORD-009978,boleto,1,760.42
PAY-006204,ORD-011202,credit_card,1,3948.54
PAY-006205,ORD-009071,boleto,1,1013.42
PAY-006206,ORD-012463,debit_card,1,-234.79
PAY-006207,ORD-010366,debit_card,1,1574.15
PAY-006208,ORD-007722,boleto,1,4777.75
PAY-006209,ORD-008830,credit_card,2,996.16
PAY-006210,ORD-004183,credit_card,2,1867.24
PAY-006211,ORD-008321,voucher,1,1964.81
PAY-006212,ORD-007870,boleto,1,4897.6
PAY-006213,ORD-004415,debit_card,1,4799.08
PAY-006214,ORD-005302,boleto,1,354.03
PAY-006215,ORD-008213,debit_card,,4358.4
PAY-006216,ORD-007529,debit_card,1,1694.8
PAY-006217,ORD-004362,voucher,1,1436.8
PAY-006218,ORD-001045,credit_card,8,513.81
PAY-006219,ORD-010431,debit_card,1,4688.88
PAY-006220,ORD-005366,credit_card,6,5811.83
PAY-006221,ORD-009095,boleto,1,968.56
PAY-006222,ORD-009786,debit_card,1,236.61
PAY-006223,ORD-000573,voucher,1,1641.62
PAY-006224,ORD-009747,voucher,1,2395.82
PAY-006225,ORD-003439,credit_card,11,4161.96
PAY-006226,ORD-012760,debit_card,1,5992.07
PAY-006227,ORD-000269,boleto,1,2360.99
PAY-006228,ORD-000509,voucher,1,856.33
PAY-006229,ORD-009260,debit_card,1,135.09
PAY-006230,ORD-014067,voucher,1,32.31
PAY-006231,ORD-006891,credit_card,2,7637.75
PAY-006232,ORD-002754,credit_card,8,557.29
PAY-006233,ORD-008732,debit_card,1,7829.03
PAY-006234,ORD-007269,,1,1322.8
PAY-006235,ORD-008593,voucher,1,1754.42
PAY-006236,ORD-013924,boleto,1,3960.87
PAY-006237,ORD-010939,boleto,1,4769.27
PAY-006238,ORD-002523,debit_card,1,4536.07
PAY-006239,ORD-007656,debit_card,1,3672.49
PAY-006240,ORD-011822,credit_card,10,3939.96
PAY-006241,ORD-013785,credit_card,7,7840.31
PAY-006242,ORD-014269,credit_card,10,6796.13
PAY-006243,ORD-007799,voucher,1,3421.94
PAY-006244,ORD-011730,voucher,1,4469.01
PAY-006245,ORD-003338,credit_card,3,4416.17
PAY-006246,ORD-002008,voucher,1,3528.88
PAY-006247,ORD-003228,credit_card,8,-209.46
PAY-006248,ORD-002697,credit_card,11,1401.18
PAY-006249,ORD-013878,credit_card,10,-256.98
PAY-006250,ORD-006118,credit_card,2,6339.4
PAY-006251,ORD-014381,voucher,1,3544.94
PAY-006252,ORD-011136,boleto,1,6280.38
PAY-006253,ORD-014390,credit_card,6,1070.94
PAY-006254,ORD-011045,boleto,1,7661.04
PAY-006255,ORD-009236,debit_card,1,2552.43
PAY-006256,ORD-011580,credit_card,4,1602.77
PAY-006257,ORD-004115,boleto,1,6895.77
PAY-006258,ORD-001940,boleto,1,5105.76
PAY-006259,ORD-001290,credit_card,10,835.29
PAY-006260,ORD-003031,voucher,1,44.39
PAY-006261,ORD-001295,credit_card,6,4179.8
PAY-006262,ORD-012268,debit_card,1,2841.79
PAY-006263,ORD-008369,voucher,1,4580.04
PAY-006264,ORD-013184,boleto,1,5588.18
PAY-006265,ORD-012549,debit_card,1,5088.77
PAY-006266,ORD-003846,voucher,1,5887.68
PAY-006267,ORD-001903,debit_card,,6264.75
PAY-006268,ORD-003727,debit_card,1,7906.78
PAY-006269,ORD-014135,debit_card,1,3518.22
PAY-006270,ORD-011636,voucher,1,1981.92
PAY-006271,ORD-002403,credit_card,11,1915.04
PAY-006272,ORD-001032,debit_card,1,1133.49
PAY-006273,ORD-008435,credit_card,1,7514.17
PAY-006274,ORD-009436,voucher,1,635.22
PAY-006275,ORD-012126,credit_card,11,5313.38
PAY-006276,ORD-000783,credit_card,12,5545.36
PAY-006277,ORD-011479,voucher,1,4231.03
PAY-006278,ORD-010246,voucher,1,574.69
PAY-006279,ORD-007002,debit_card,1,4329.57
PAY-006280,ORD-013400,boleto,1,4715.97
PAY-006281,ORD-002356,debit_card,1,469.48
PAY-006282,ORD-003184,credit_card,1,4511.86
PAY-006283,ORD-009110,credit_card,9,5068.03
PAY-006284,ORD-000194,voucher,1,701.33
PAY-006285,ORD-014251,voucher,1,7245.42
PAY-006286,ORD-001737,voucher,1,1254.87
PAY-006287,ORD-012769,voucher,1,5496.8
PAY-006288,ORD-006599,cash,8,2003.51
PAY-006289,ORD-006280,credit_card,5,2776.15
PAY-006290,ORD-009719,voucher,,1388.21
PAY-006291,ORD-013541,boleto,1,2136.64
PAY-006292,ORD-000242,voucher,1,2269.54
PAY-006293,ORD-010258,voucher,1,6396.84
PAY-006294,ORD-009251,voucher,1,7719.39
PAY-006295,ORD-006419,debit_card,1,166.4
PAY-006296,ORD-013838,credit_card,7,6062.75
PAY-006297,ORD-009597,boleto,1,2811.63
PAY-006298,ORD-001591,boleto,1,4884.45
PAY-006299,ORD-007947,debit_card,1,6851.01
PAY-006300,ORD-006581,debit_card,1,3475.27
PAY-006301,ORD-002821,boleto,1,4052.31
PAY-006302,ORD-001410,credit_card,5,2859.07
PAY-006303,ORD-004704,boleto,1,7629.5
PAY-006304,ORD-003852,voucher,1,6237.61
PAY-006305,ORD-010853,credit_card,6,3240.57
PAY-006306,ORD-007645,voucher,1,3200.92
PAY-006307,ORD-008589,debit_card,1,4615.69
PAY-006308,ORD-000737,voucher,1,1894.96
PAY-006309,ORD-010418,debit_card,1,1528.47
PAY-006310,ORD-006281,debit_card,1,3521.61
PAY-006311,ORD-007312,debit_card,1,6406.81
PAY-006312,ORD-003897,voucher,1,2543.99
PAY-006313,ORD-007059,credit_card,4,3039.37
PAY-006314,ORD-012499,voucher,1,1858.73
PAY-006315,ORD-009620,voucher,1,1199.02
PAY-006316,ORD-007778,boleto,1,3856.32
PAY-006317,ORD-008140,debit_card,1,2843.26
PAY-006318,ORD-008974,boleto,1,-88.08
PAY-006319,ORD-010544,debit_card,1,3382.91
PAY-006320,ORD-012911,debit_card,1,6572.58
PAY-006321,ORD-005188,debit_card,1,6370.73
PAY-006322,ORD-006606,credit_card,6,7512.09
PAY-006323,ORD-008038,voucher,1,6239.97
PAY-006324,ORD-002199,voucher,1,220.1
PAY-006325,ORD-008536,debit_card,1,5230.22
PAY-006326,ORD-002898,credit_card,3,2782.04
PAY-006327,ORD-000913,voucher,1,4799.14
PAY-006328,ORD-012445,debit_card,1,1774.21
PAY-006329,ORD-006733,debit_card,1,386.15
PAY-006330,ORD-005987,credit_card,9,1071.0
PAY-006331,ORD-004773,voucher,1,5793.97
PAY-006332,ORD-001663,debit_card,1,2747.98
PAY-006333,ORD-013544,boleto,1,1602.7
PAY-006334,ORD-007274,voucher,1,6368.08
PAY-006335,ORD-001088,credit_card,6,5647.91
PAY-006336,ORD-013852,voucher,1,6851.03
PAY-006337,ORD-013720,voucher,1,1249.74
PAY-006338,ORD-001650,debit_card,1,6627.74
PAY-006339,ORD-005383,credit_card,2,7804.1
PAY-006340,ORD-006409,voucher,1,7934.06
PAY-006341,ORD-009681,boleto,1,679.36
PAY-006342,ORD-010753,boleto,1,5537.4
PAY-006343,ORD-003675,debit_card,1,1995.07
PAY-006344,ORD-014201,credit_card,11,7639.18
PAY-006345,ORD-007268,voucher,1,3892.7
PAY-006346,ORD-006622,credit_card,10,6082.89
PAY-006347,ORD-012403,debit_card,1,7462.19
PAY-006348,ORD-010305,credit_card,8,4863.4
PAY-006349,ORD-014181,debit_card,1,7551.5
PAY-006350,ORD-005030,credit_card,5,7589.65
PAY-006351,ORD-001832,boleto,1,4896.79
PAY-006352,ORD-014043,debit_card,1,5522.03
PAY-006353,ORD-000299,credit_card,12,1018.19
PAY-006354,ORD-000455,boleto,1,4136.51
PAY-006355,ORD-013823,boleto,1,1527.06
PAY-006356,ORD-009053,credit_card,6,6257.85
PAY-006357,ORD-013374,debit_card,1,-451.31
PAY-006358,ORD-005687,credit_card,11,6829.76
PAY-006359,ORD-007514,debit_card,1,1039.09
PAY-006360,ORD-005352,debit_card,1,4717.37
PAY-006361,ORD-003460,voucher,1,2220.18
PAY-006362,ORD-011700,voucher,1,6576.83
PAY-006363,ORD-011700,credit_card,5,-454.56
PAY-006364,ORD-007519,debit_card,1,2998.39
PAY-006365,ORD-002388,voucher,1,7703.23
PAY-006366,ORD-000292,voucher,1,3283.28
PAY-006367,ORD-012908,voucher,1,5300.7
PAY-006368,ORD-008880,credit_card,5,601.28
PAY-006369,ORD-013555,debit_card,1,6035.3
PAY-006370,ORD-012948,credit_card,3,438.76
PAY-006371,ORD-008253,voucher,1,2242.1
PAY-006372,ORD-011904,debit_card,1,2115.7
PAY-006373,ORD-001353,debit_card,1,3701.55
PAY-006374,ORD-000314,credit_card,11,7519.69
PAY-006375,ORD-003872,boleto,1,6936.12
PAY-006376,ORD-002975,debit_card,1,730.86
PAY-006377,ORD-004057,voucher,1,525.53
PAY-006378,ORD-000553,voucher,1,1762.31
PAY-006379,ORD-011266,voucher,1,4092.18
PAY-006380,ORD-012225,voucher,1,4621.29
PAY-006381,ORD-010218,boleto,1,5745.93
PAY-006382,ORD-004107,credit_card,9,3639.03
PAY-006383,ORD-000289,debit_card,1,385.63
PAY-006384,ORD-011308,debit_card,1,4223.21
PAY-006385,ORD-008974,credit_card,6,-159.12
PAY-006386,ORD-009137,boleto,1,1336.3
PAY-006387,ORD-012967,voucher,1,6422.76
PAY-006388,ORD-010958,boleto,1,2598.91
PAY-006389,ORD-011280,debit_card,1,7513.25
PAY-006390,ORD-010222,boleto,1,6385.36
PAY-006391,ORD-000666,credit_card,11,-18.88
PAY-006392,ORD-004486,debit_card,1,6226.02
PAY-006393,ORD-012561,boleto,1,7735.8
PAY-006394,ORD-010478,boleto,1,1875.24
PAY-006395,ORD-010110,credit_card,3,1182.64
PAY-006396,ORD-000004,boleto,1,1535.18
PAY-006397,ORD-007976,credit_card,4,3986.58
PAY-006398,ORD-009060,credit_card,6,756.19
PAY-006399,ORD-004695,credit_card,8,7074.22
PAY-006400,ORD-013700,voucher,1,5472.18
PAY-006401,ORD-007560,credit_card,8,4188.97
PAY-006402,ORD-012423,voucher,1,5684.6
PAY-006403,ORD-009492,voucher,1,7437.26
PAY-006404,ORD-005250,voucher,1,-295.69
PAY-006405,ORD-008981,boleto,1,4311.72
PAY-006406,ORD-007233,voucher,1,7480.29
PAY-006407,ORD-003946,debit_card,1,2262.69
PAY-006408,ORD-001382,voucher,1,415.03
PAY-006409,ORD-001075,debit_card,1,2175.08
PAY-006410,ORD-001765,credit_card,12,6182.57
PAY-006411,ORD-004045,boleto,1,1638.12
PAY-006412,ORD-002564,credit_card,2,1447.23
PAY-006413,ORD-010221,credit_card,11,5124.52
PAY-006414,ORD-013701,credit_card,5,1991.85
PAY-006415,ORD-007200,boleto,1,7575.01
PAY-006416,ORD-001445,boleto,1,459.37
PAY-006417,ORD-006254,debit_card,1,2881.7
PAY-006418,ORD-014832,boleto,1,911.55
PAY-006419,ORD-004267,debit_card,1,3248.38
PAY-006420,ORD-000138,credit_card,3,1743.3
PAY-006421,ORD-004225,debit_card,1,7753.5
PAY-006422,ORD-012775,boleto,1,3340.47
PAY-006423,ORD-008481,credit_card,7,235.53
PAY-006424,ORD-005124,voucher,1,1360.1
PAY-006425,ORD-006472,boleto,1,680.63
PAY-006426,ORD-006147,credit_card,11,1726.46
PAY-006427,ORD-006260,debit_card,1,7210.02
PAY-006428,ORD-007271,voucher,1,2679.98
PAY-006429,ORD-014182,debit_card,1,3098.86
PAY-006430,ORD-012616,voucher,1,3272.93
PAY-006431,ORD-010638,credit_card,2,4826.76
PAY-006432,ORD-003373,boleto,1,2735.78
PAY-006433,ORD-001968,voucher,1,486.77
PAY-006434,ORD-002195,credit_card,5,7705.01
PAY-006435,ORD-009665,credit_card,7,2878.88
PAY-006436,ORD-001834,voucher,1,6119.46
PAY-006437,ORD-009802,debit_card,1,4305.97
PAY-006438,ORD-011478,voucher,1,4174.94
PAY-006439,ORD-004890,voucher,1,4378.31
PAY-006440,ORD-014991,boleto,1,3644.48
PAY-006441,ORD-013388,credit_card,3,4707.26
PAY-006442,ORD-003542,voucher,1,6838.03
PAY-006443,ORD-013437,voucher,1,7224.45
PAY-006444,ORD-002379,voucher,1,6390.29
PAY-006445,ORD-007273,debit_card,1,5372.89
PAY-006446,ORD-006592,boleto,1,1781.16
PAY-006447,ORD-000576,voucher,1,1754.67
PAY-006448,ORD-008822,debit_card,1,590.79
PAY-006449,ORD-002808,credit_card,9,446.26
PAY-006450,ORD-002035,debit_card,1,2190.94
PAY-006451,ORD-005255,credit_card,10,3011.61
PAY-006452,ORD-010940,debit_card,1,3213.09
PAY-006453,ORD-007251,credit_card,3,5659.33
PAY-006454,ORD-000027,credit_card,12,7680.66
PAY-006455,ORD-011441,credit_card,10,7377.9
PAY-006456,ORD-012382,boleto,1,60.3
PAY-006457,ORD-013576,boleto,1,4277.56
PAY-006458,ORD-000051,boleto,1,-444.01
PAY-006459,ORD-009381,boleto,1,6145.08
PAY-006460,ORD-011427,boleto,1,5869.58
PAY-006461,ORD-006626,voucher,1,5288.95
PAY-006462,ORD-005843,boleto,1,1901.55
PAY-006463,ORD-006286,debit_card,1,3855.7
PAY-006464,ORD-014415,boleto,1,7871.4
PAY-006465,ORD-006247,boleto,1,4221.24
PAY-006466,ORD-009667,debit_card,1,3644.92
PAY-006467,ORD-001754,voucher,1,4574.17
PAY-006468,ORD-008087,boleto,1,2483.72
PAY-006469,ORD-000535,credit_card,9,2276.93
PAY-006470,ORD-000917,boleto,1,7184.18
PAY-006471,ORD-005523,debit_card,1,3610.32
PAY-006472,ORD-000830,boleto,1,2835.74
PAY-006473,ORD-011220,debit_card,1,7695.62
PAY-006474,ORD-010689,voucher,1,6618.31
PAY-006475,ORD-012968,credit_card,12,3255.5
PAY-006476,ORD-006940,debit_card,1,2324.99
PAY-006477,ORD-002219,credit_card,3,1441.3
PAY-006478,ORD-001970,voucher,1,3056.18
PAY-006479,ORD-008077,credit_card,4,4419.38
PAY-006480,ORD-012935,debit_card,1,3833.21
PAY-006481,ORD-014147,credit_card,10,7108.36
PAY-006482,ORD-013042,debit_card,1,6212.9
PAY-006483,ORD-010067,debit_card,1,3000.9
PAY-006484,ORD-000100,credit_card,2,7643.33
PAY-006485,ORD-006401,debit_card,1,6715.81
PAY-006486,ORD-008399,debit_card,1,4744.54
PAY-006487,ORD-013484,boleto,1,2861.26
PAY-006488,ORD-010777,credit_card,3,-412.5
PAY-006489,ORD-011844,debit_card,1,4170.48
PAY-006490,ORD-013312,voucher,1,2873.49
PAY-006491,ORD-010605,voucher,1,7492.5
PAY-006492,ORD-012423,voucher,1,2035.57
PAY-006493,ORD-010746,voucher,1,4975.89
PAY-006494,ORD-013368,credit_card,6,1213.06
PAY-006495,ORD-009311,debit_card,1,1859.08
PAY-006496,ORD-001930,credit_card,1,3947.44
PAY-006497,ORD-009527,voucher,1,5968.23
PAY-006498,ORD-002006,credit_card,1,2397.08
PAY-006499,ORD-002588,debit_card,1,2902.97
PAY-006500,ORD-002201,voucher,1,5827.49
PAY-006501,ORD-005729,debit_card,1,455.28
PAY-006502,ORD-010222,voucher,1,3380.67
PAY-006503,ORD-000383,boleto,1,2096.29
PAY-006504,ORD-007343,voucher,1,5452.95
PAY-006505,ORD-004811,voucher,1,2311.73
PAY-006506,ORD-014136,boleto,1,3264.57
PAY-006507,ORD-004562,voucher,1,2949.36
PAY-006508,ORD-004506,voucher,1,2468.66
PAY-006509,ORD-012814,boleto,1,2952.82
PAY-006510,ORD-008145,boleto,1,6828.45
PAY-006511,ORD-002418,voucher,1,1244.02
PAY-006512,ORD-008544,voucher,1,2505.51
PAY-006513,ORD-014405,debit_card,1,2965.61
PAY-006514,ORD-001905,boleto,1,1365.54
PAY-006515,ORD-000292,credit_card,6,6525.9
