review_id,order_id,score,title,comment,created_at
REV-005411,ORD-004498,4,Buena calidad,,2021-07-29 18:26:00
REV-005412,ORD-005790,3,Regular,Regular,2024-01-28 07:07:00
REV-005413,ORD-013043,4,OK,OK,2022-05-07 13:28:00
REV-005414,ORD-011254,1,Recomendado,,2023-04-06 06:56:00
REV-005415,ORD-002953,4,No lo recomiendo,No lo recomiendo,2022-11-22 12:47:00
REV-005416,ORD-014860,1,Pesimo,Pesimo,2022-09-18 10:10:00
REV-005417,ORD-011203,1,Muy bueno,Muy bueno,2023-06-27 08:59:00
REV-005418,ORD-011041,5,Muy bueno,Muy bueno,2024-03-07 10:19:00
REV-005419,ORD-014819,5,Recomendado,,2024-04-26 23:35:00
REV-005420,ORD-011226,4,Excelente producto,Excelente producto,2023-01-02 20:25:00
REV-004603,ORD-004659,2,,,2023-10-19 18:59:00
REV-005422,ORD-013219,3,Cumple expectativas,Cumple expectativas,2021-09-16 19:39:00
REV-005423,ORD-004795,3,Cumple expectativas,Cumple expectativas,2021-04-01 00:07:00
REV-005424,ORD-007358,2,Pesimo,Pesimo,2024-04-20 02:49:00
REV-005425,ORD-005800,2,Muy bueno,Muy bueno,2022-09-03 10:38:00
REV-005426,ORD-002814,4,OK,OK,2022-05-10 18:12:00
REV-005427,ORD-014744,3,Excelente producto,,2021-05-23 23:56:00
REV-005428,ORD-012632,3,,,2023-06-09 03:33:00
REV-005429,ORD-011112,2,Llego roto,,2024-04-02 20:50:00
REV-005430,ORD-013305,1,Cumple expectativas,Cumple expectativas,2024-06-16 10:08:00
REV-005431,ORD-006925,1,Recomendado,,2021-12-19 12:26:00
REV-005432,ORD-002794,4,,,2021-06-28 12:55:00
REV-005433,ORD-000787,3,Pesimo,,2023-10-13 20:52:00
REV-005434,ORD-005357,5,Mejor de lo esperado,Mejor de lo esperado,2024-02-16 23:27:00
REV-005435,ORD-007434,1,Muy bueno,Muy bueno,2021-08-21 21:33:00
REV-005436,ORD-006275,3,Excelente producto,Excelente producto,2023-01-21 13:12:00
REV-005437,ORD-985531,4,Regular,,2021-03-03 16:04:00
REV-005438,ORD-006901,5,Llego roto,Llego roto,2021-08-08 10:19:00
REV-005439,ORD-006974,4,Pesimo,Pesimo,2024-04-07 10:19:00
REV-005440,ORD-932058,3,Muy bueno,,2023-07-23 19:04:00
REV-005441,ORD-000287,1,Pesimo,Pesimo,2022-12-20 10:18:00
REV-005442,ORD-008460,6,Cumple expectativas,,2023-03-02 09:23:00
REV-005443,ORD-010689,10,OK,OK,2022-07-23 18:34:00
REV-005444,ORD-001049,2,Regular,,2021-02-02 14:57:00
REV-005445,ORD-006409,1,No lo recomiendo,,2021-02-02 12:45:00
REV-005446,ORD-007530,5,Buena calidad,,2021-02-28 17:01:00
REV-005447,ORD-000317,2,Muy bueno,Muy bueno,2022-03-24 07:30:00
REV-005448,ORD-001736,5,Mejor de lo esperado,Mejor de lo esperado,2023-03-17 12:06:00
REV-005449,ORD-012339,4,Regular,Regular,2023-07-19 13:51:00
REV-005450,ORD-003936,3,Buena calidad,Buena calidad,2024-06-27 16:31:00
REV-005451,ORD-005436,5,Cumple expectativas,,2022-05-11 12:01:00
REV-005452,ORD-011208,1,Malo,Malo,2022-03-23 02:31:00
REV-005453,ORD-010908,3,,,2022-05-14 05:30:00
REV-005454,ORD-004378,5,Malo,Malo,2021-03-17 04:01:00
REV-005455,ORD-000041,2,Cumple expectativas,Cumple expectativas,2021-06-30 08:59:00
REV-005456,ORD-013074,2,Llego roto,Llego roto,2022-05-04 17:49:00
REV-005457,ORD-013421,10,Pesimo,Pesimo,2024-04-07 12:09:00
REV-005458,ORD-011494,3,Cumple expectativas,,2022-10-20 14:08:00
REV-005459,ORD-013182,3,No lo recomiendo,No lo recomiendo,2021-10-22 05:27:00
REV-005460,ORD-001167,5,Malo,,2024-01-10 20:37:00
REV-005461,ORD-006125,5,Mejor de lo esperado,Mejor de lo esperado,2023-10-15 08:09:00
REV-002639,ORD-010913,2,Buena calidad,Buena calidad,2023-09-06 09:54:00
REV-005463,ORD-005541,1,OK,OK,2022-03-19 14:19:00
REV-005464,ORD-008857,3,No lo recomiendo,No lo recomiendo,2023-10-02 16:24:00
REV-005465,ORD-014654,4,Llego roto,,2023-02-16 17:23:00
REV-005466,ORD-010992,2,Buena calidad,Buena calidad,2021-05-13 20:23:00
REV-005467,ORD-013821,2,,,2022-07-09 11:59:00
REV-005468,ORD-001210,-1,Muy bueno,Muy bueno,2022-09-10 13:43:00
REV-005469,ORD-002298,1,Recomendado,,2022-02-07 06:33:00
REV-005470,ORD-008166,4,Regular,Regular,2021-08-25 16:15:00
REV-005471,ORD-001268,5,Excelente producto,,2022-07-21 19:58:00
REV-005472,ORD-012185,5,Muy bueno,Muy bueno,2022-01-27 10:51:00
REV-005473,ORD-011805,2,,,2022-02-26 02:36:00
REV-005474,ORD-006243,3,Muy bueno,Muy bueno,2024-02-03 16:51:00
REV-005475,ORD-011504,2,Llego roto,Llego roto,2023-04-25 15:25:00
REV-005476,ORD-014175,2,Malo,Malo,2021-05-03 06:29:00
REV-005477,ORD-012027,1,Pesimo,Pesimo,2023-01-13 22:49:00
REV-005478,ORD-000431,4,OK,,2022-01-09 07:52:00
REV-005479,ORD-952935,1,Malo,Malo,2021-02-14 23:21:00
REV-005480,ORD-000195,4,OK,,2021-05-16 20:47:00
REV-005481,ORD-003513,1,Excelente producto,Excelente producto,2021-11-06 17:21:00
REV-005482,ORD-004440,4,Malo,,2023-09-06 03:36:00
REV-005483,ORD-009667,10,,,2024-03-21 22:52:00
REV-005484,ORD-004001,3,Regular,,2024-06-30 22:01:00
REV-005485,ORD-006881,1,Muy bueno,,2023-10-04 11:40:00
REV-005486,ORD-011207,4,Mejor de lo esperado,,2024-05-26 05:51:00
REV-005487,ORD-006662,2,Buena calidad,,2023-06-04 06:17:00
REV-005488,ORD-001909,2,Mejor de lo esperado,Mejor de lo esperado,2024-01-12 04:59:00
REV-005489,ORD-008980,4,Excelente producto,Excelente producto,2024-06-11 23:49:00
REV-005490,ORD-012878,5,Regular,,2024-05-15 05:36:00
REV-005491,ORD-006445,4,Excelente producto,Excelente producto,2021-07-13 09:18:00
REV-005492,ORD-007575,3,Malo,Malo,2021-07-12 15:52:00
REV-005493,ORD-009152,3,Pesimo,Pesimo,2021-11-08 03:41:00
REV-005494,ORD-003829,2,Pesimo,,2022-01-30 21:26:00
REV-005495,ORD-006199,3,Regular,,2023-04-30 10:56:00
REV-005496,ORD-002121,1,Regular,Regular,2023-05-06 18:38:00
REV-005497,ORD-013576,2,Excelente producto,Excelente producto,2021-10-01 08:04:00
REV-005498,ORD-003381,4,Pesimo,Pesimo,2022-01-25 02:18:00
REV-005499,ORD-009518,5,Buena calidad,,2021-02-28 15:42:00
REV-005500,ORD-005606,1,Excelente producto,Excelente producto,2023-08-26 00:20:00
REV-005501,ORD-011899,3,Pesimo,,2024-03-28 22:54:00
REV-005502,ORD-001229,2,Recomendado,Recomendado,2021-11-13 13:50:00
REV-003454,ORD-007249,3,Buena calidad,,2022-02-02 12:37:00
REV-005504,ORD-011658,4,Buena calidad,Buena calidad,2021-09-02 21:37:00
REV-005505,ORD-010128,2,Muy bueno,,2024-06-13 06:56:00
REV-005506,ORD-013372,4,Buena calidad,Buena calidad,2021-09-05 23:09:00
REV-005507,ORD-008521,3,OK,OK,2023-08-14 13:53:00
REV-005508,ORD-008528,1,Mejor de lo esperado,Mejor de lo esperado,2022-04-17 23:48:00
REV-005509,ORD-004749,1,No lo recomiendo,No lo recomiendo,2022-03-25 21:22:00
REV-005510,ORD-005870,2,Buena calidad,Buena calidad,2021-12-05 13:41:00
REV-005511,ORD-001700,4,Mejor de lo esperado,Mejor de lo esperado,2023-12-27 09:03:00
REV-005512,ORD-010982,3,No lo recomiendo,No lo recomiendo,2022-07-16 12:05:00
REV-005513,ORD-014162,3,Mejor de lo esperado,Mejor de lo esperado,2023-12-08 18:36:00
REV-005514,ORD-005394,4,OK,OK,2021-04-16 17:08:00
REV-005515,ORD-000243,5,Cumple expectativas,Cumple expectativas,2021-09-02 22:26:00
REV-005516,ORD-008337,3,Cumple expectativas,Cumple expectativas,2021-11-25 05:21:00
REV-005517,ORD-010826,4,Buena calidad,Buena calidad,2021-06-30 10:01:00
REV-005518,ORD-004431,4,Buena calidad,Buena calidad,2021-03-30 18:20:00
REV-005519,ORD-006424,3,Regular,,2023-10-17 05:00:00
REV-005520,ORD-009820,5,Muy bueno,,2022-01-30 23:46:00
REV-005521,ORD-006996,3,Llego roto,,2024-06-01 11:34:00
REV-005522,ORD-012673,3,Cumple expectativas,Cumple expectativas,2021-09-24 22:44:00
REV-005523,ORD-012124,3,Regular,,2022-10-21 08:56:00
REV-005524,ORD-960351,1,Cumple expectativas,,2022-10-17 23:04:00
REV-005525,ORD-001282,1,Mejor de lo esperado,Mejor de lo esperado,2023-02-13 13:42:00
REV-005526,ORD-011120,1,Recomendado,,2023-10-25 00:19:00
REV-005527,ORD-003780,4,Excelente producto,,2021-12-25 16:01:00
REV-005528,ORD-000623,3,Buena calidad,Buena calidad,2022-05-30 11:54:00
REV-005529,ORD-007469,3,Llego roto,Llego roto,2022-07-03 03:05:00
REV-005530,ORD-012987,1,Recomendado,Recomendado,2021-12-25 11:11:00
REV-005531,ORD-011819,3,Pesimo,Pesimo,2023-07-13 15:26:00
REV-005532,ORD-011868,1,Mejor de lo esperado,Mejor de lo esperado,2023-12-23 12:54:00
REV-005533,ORD-002292,1,Excelente producto,Excelente producto,2021-08-18 13:02:00
REV-005534,ORD-008418,5,Cumple expectativas,,2024-06-08 05:07:00
REV-005535,ORD-002502,2,OK,,2022-08-05 01:38:00
REV-005536,ORD-010683,3,Regular,Regular,2021-03-13 17:00:00
REV-005537,ORD-006121,3,Muy bueno,Muy bueno,2022-06-01 00:46:00
REV-005538,ORD-008155,4,Pesimo,,2022-06-17 21:13:00
REV-005539,ORD-004153,4,Cumple expectativas,Cumple expectativas,2022-01-21 11:46:00
REV-005540,ORD-007315,0,Mejor de lo esperado,Mejor de lo esperado,2022-12-18 06:55:00
REV-005541,ORD-005898,3,Buena calidad,Buena calidad,2024-03-18 13:50:00
REV-005542,ORD-013795,3,Cumple expectativas,Cumple expectativas,2023-09-13 04:18:00
REV-005543,ORD-008124,1,Recomendado,,2021-09-07 03:47:00
REV-005544,ORD-012685,3,Regular,Regular,2022-09-07 07:53:00
REV-005545,ORD-011629,2,,,2022-04-17 13:35:00
REV-005546,ORD-004121,2,Mejor de lo esperado,,2024-03-07 07:20:00
REV-005547,ORD-011702,1,Cumple expectativas,Cumple expectativas,2024-04-26 08:46:00
REV-005548,ORD-013770,3,Buena calidad,,2024-02-11 13:14:00
REV-005549,ORD-003309,1,Cumple expectativas,Cumple expectativas,2023-05-30 15:06:00
REV-005550,ORD-002293,3,Muy bueno,Muy bueno,2023-08-31 19:48:00
REV-005551,ORD-002294,1,Buena calidad,,2024-04-27 01:13:00
REV-005552,ORD-007710,2,Mejor de lo esperado,Mejor de lo esperado,2024-05-14 03:10:00
REV-005553,ORD-004149,1,,,2023-08-27 08:03:00
REV-005554,ORD-006311,5,Excelente producto,,2022-06-09 21:31:00
REV-005555,ORD-008925,5,Muy bueno,Muy bueno,2024-05-01 11:01:00
REV-005556,ORD-000472,1,Regular,Regular,2022-01-24 06:51:00
REV-005557,ORD-012600,4,Buena calidad,,2022-03-06 17:28:00
REV-005558,ORD-003719,3,No lo recomiendo,,2022-09-02 10:45:00
REV-005559,ORD-004097,2,No lo recomiendo,No lo recomiendo,2023-11-26 03:38:00
REV-005560,ORD-003782,1,Pesimo,Pesimo,2022-12-19 22:26:00
REV-005561,ORD-000408,2,,,2021-07-14 14:12:00
REV-005562,ORD-004955,2,OK,,2023-03-13 21:44:00
REV-005563,ORD-009793,4,Cumple expectativas,Cumple expectativas,2022-08-17 04:30:00
REV-005564,ORD-012487,3,Llego roto,Llego roto,2023-06-29 02:31:00
REV-005565,ORD-004830,1,Pesimo,,2021-03-04 00:55:00
REV-005566,ORD-000325,1,Mejor de lo esperado,Mejor de lo esperado,2023-09-05 15:41:00
REV-005567,ORD-003463,-1,Regular,,2023-12-14 17:30:00
REV-005568,ORD-008919,3,No lo recomiendo,,2021-11-11 06:35:00
REV-005569,ORD-002200,3,Regular,Regular,2022-03-05 23:48:00
REV-005570,ORD-003575,1,,,2022-10-28 21:05:00
REV-005571,ORD-012410,5,OK,OK,2023-02-17 14:05:00
REV-005572,ORD-002526,3,Cumple expectativas,Cumple expectativas,2023-01-17 11:28:00
REV-005573,ORD-006485,5,Pesimo,Pesimo,2023-08-18 17:06:00
REV-005574,ORD-001506,2,Llego roto,,2022-10-12 08:51:00
REV-005575,ORD-006842,4,OK,OK,2022-10-14 09:55:00
REV-005576,ORD-005645,4,Mejor de lo esperado,Mejor de lo esperado,2021-11-10 10:42:00
REV-005577,ORD-001430,5,Recomendado,Recomendado,2022-01-11 02:45:00
REV-005578,ORD-002434,5,Muy bueno,Muy bueno,2023-03-26 18:35:00
REV-005579,ORD-007104,2,Excelente producto,Excelente producto,2024-06-07 21:49:00
REV-005580,ORD-014708,3,Malo,Malo,2021-06-29 11:43:00
REV-005581,ORD-005682,3,Malo,Malo,2021-05-15 08:20:00
REV-005582,ORD-001408,5,No lo recomiendo,,2022-11-24 05:40:00
REV-005583,ORD-002385,4,,,2023-10-30 15:53:00
REV-005584,ORD-007230,,,,2024-01-22 14:11:00
REV-005585,ORD-003005,3,Muy bueno,Muy bueno,2022-06-26 05:10:00
REV-005586,ORD-003383,2,Regular,Regular,2023-08-05 18:51:00
REV-005587,ORD-006156,3,Pesimo,,2022-06-03 14:59:00
REV-005588,ORD-001333,4,No lo recomiendo,,2023-10-15 18:17:00
REV-005589,ORD-012492,1,,,2022-09-19 18:48:00
REV-005590,ORD-010455,2,Pesimo,Pesimo,2023-07-06 19:24:00
REV-005591,ORD-000056,2,Cumple expectativas,Cumple expectativas,2021-04-21 04:29:00
REV-005592,ORD-013194,1,Mejor de lo esperado,,2023-01-17 16:02:00
REV-005593,ORD-005038,4,Recomendado,,2023-04-08 11:50:00
REV-005594,ORD-006498,1,,,2022-10-02 18:56:00
REV-005595,ORD-011671,4,OK,OK,2023-08-31 08:33:00
REV-005596,ORD-005843,3,Excelente producto,,2022-03-14 09:02:00
REV-005597,ORD-001137,1,Mejor de lo esperado,,2023-01-21 22:39:00
REV-005598,ORD-010682,4,OK,,2022-08-03 07:56:00
REV-005599,ORD-011274,2,Mejor de lo esperado,,2023-07-07 09:29:00
REV-005600,ORD-012427,4,No lo recomiendo,,2024-03-26 22:42:00
REV-005601,ORD-002648,5,Buena calidad,Buena calidad,2022-09-22 17:33:00
REV-005602,ORD-000858,4,Regular,Regular,2024-02-20 21:28:00
REV-005603,ORD-006823,5,Pesimo,,2022-03-27 06:38:00
REV-005604,ORD-000171,5,Pesimo,,2023-04-18 00:33:00
REV-005605,ORD-006699,4,Buena calidad,,2022-07-03 20:11:00
REV-005606,ORD-004388,2,Llego roto,,2022-07-26 14:02:00
REV-005607,ORD-011795,5,Mejor de lo esperado,Mejor de lo esperado,2021-02-27 04:48:00
REV-005608,ORD-004781,1,OK,OK,2023-03-27 10:29:00
REV-005609,ORD-939708,1,No lo recomiendo,No lo recomiendo,2022-12-20 06:37:00
REV-005610,ORD-012729,10,Recomendado,Recomendado,2022-10-17 16:59:00
REV-005611,ORD-006282,5,No lo recomiendo,No lo recomiendo,2022-09-22 22:29:00
REV-005612,ORD-001713,-1,,,2021-03-08 01:36:00
REV-005613,ORD-010553,3,Regular,,2021-12-14 20:32:00
REV-005614,ORD-010035,1,Mejor de lo esperado,Mejor de lo esperado,2023-01-29 04:21:00
REV-005615,ORD-003194,4,,,2023-03-21 01:35:00
REV-005616,ORD-011955,3,Buena calidad,,2023-03-10 08:26:00
REV-005617,ORD-000693,5,OK,,2023-06-01 21:37:00
REV-005618,ORD-007682,5,Malo,,2023-01-27 09:10:00
REV-005619,ORD-002780,3,Mejor de lo esperado,Mejor de lo esperado,2023-09-10 23:14:00
REV-005620,ORD-920077,5,Malo,Malo,2023-06-24 16:34:00
REV-005621,ORD-011609,1,Excelente producto,Excelente producto,2023-12-28 11:13:00
REV-005622,ORD-946321,2,Mejor de lo esperado,Mejor de lo esperado,2024-04-19 04:54:00
REV-005623,ORD-002629,1,Recomendado,Recomendado,2022-06-14 13:45:00
REV-005624,ORD-012007,1,Muy bueno,Muy bueno,2021-06-11 11:58:00
REV-005625,ORD-002678,1,Excelente producto,,2024-01-17 14:47:00
REV-005626,ORD-013763,,Malo,,2024-01-27 11:48:00
REV-005627,ORD-013901,5,Malo,,2022-12-16 16:08:00
REV-005628,ORD-014969,4,Buena calidad,Buena calidad,2022-07-15 19:49:00
REV-005629,ORD-012501,4,Muy bueno,Muy bueno,2021-09-20 00:43:00
REV-005630,ORD-012206,3,Recomendado,,2021-03-27 11:37:00
REV-005631,ORD-002989,1,No lo recomiendo,No lo recomiendo,2023-09-14 18:38:00
REV-005632,ORD-001302,4,Pesimo,,2021-02-02 15:02:00
REV-005633,ORD-000369,3,Regular,,2023-08-20 22:17:00
REV-005634,ORD-950035,1,Pesimo,Pesimo,2024-03-31 16:37:00
REV-005635,ORD-012132,1,Recomendado,,2024-01-28 18:33:00
REV-005636,ORD-001628,5,Regular,Regular,2024-01-17 18:00:00
REV-005637,ORD-006104,4,No lo recomiendo,No lo recomiendo,2024-06-21 19:16:00
REV-005638,ORD-007739,3,Malo,Malo,2022-06-10 07:47:00
REV-005639,ORD-007667,4,Malo,Malo,2021-05-13 10:17:00
REV-005640,ORD-000142,4,Pesimo,Pesimo,2022-09-29 07:23:00
REV-005641,ORD-006143,1,,,2023-06-19 03:01:00
REV-005642,ORD-009661,10,Excelente producto,,2023-05-16 22:38:00
REV-005643,ORD-012695,4,Regular,,2021-11-09 18:15:00
REV-005644,ORD-000709,2,,,2022-03-19 16:28:00
REV-005645,ORD-010161,2,No lo recomiendo,,2023-04-18 19:36:00
REV-005646,ORD-012176,4,Buena calidad,Buena calidad,2024-01-03 15:53:00
REV-005647,ORD-009308,4,,,2021-03-06 11:08:00
REV-005648,ORD-004812,5,Mejor de lo esperado,,2022-10-08 09:17:00
REV-005649,ORD-010352,1,Excelente producto,Excelente producto,2023-08-18 11:51:00
REV-005650,ORD-002316,1,,,2023-06-04 00:59:00
REV-005651,ORD-997296,4,Mejor de lo esperado,Mejor de lo esperado,2023-06-10 10:05:00
REV-005652,ORD-000802,2,Malo,,2021-07-11 21:17:00
REV-005653,ORD-009824,,Mejor de lo esperado,Mejor de lo esperado,2021-06-03 23:51:00
REV-005654,ORD-005650,1,,,2023-10-04 01:14:00
REV-005655,ORD-005611,3,No lo recomiendo,,2022-08-18 15:04:00
REV-005656,ORD-013919,5,OK,OK,2022-12-29 02:23:00
REV-005657,ORD-000438,4,Excelente producto,,2022-01-29 05:11:00
REV-005658,ORD-989214,4,Recomendado,Recomendado,2021-06-19 20:51:00
REV-005659,ORD-009967,2,Muy bueno,,2021-04-19 03:58:00
REV-005660,ORD-006596,2,,,2023-05-27 16:29:00
REV-005661,ORD-001148,4,Mejor de lo esperado,Mejor de lo esperado,2021-08-14 02:00:00
REV-005662,ORD-001877,4,Mejor de lo esperado,Mejor de lo esperado,2021-09-16 06:56:00
REV-005663,ORD-012087,3,OK,,2022-04-18 11:30:00
REV-005664,ORD-005743,1,Muy bueno,,2022-11-16 17:05:00
REV-005665,ORD-006581,1,Mejor de lo esperado,Mejor de lo esperado,2022-11-08 22:07:00
REV-005666,ORD-004809,4,Malo,,2023-05-17 05:57:00
REV-005667,ORD-004032,2,Llego roto,Llego roto,2021-12-06 07:27:00
REV-005668,ORD-011576,5,Mejor de lo esperado,,2023-03-16 11:04:00
REV-005669,ORD-001820,4,Buena calidad,Buena calidad,2023-12-04 20:03:00
REV-005670,ORD-000425,4,Regular,Regular,2023-02-21 20:54:00
REV-005671,ORD-013984,1,Recomendado,Recomendado,2023-09-13 00:27:00
REV-005672,ORD-004545,2,No lo recomiendo,No lo recomiendo,2022-01-20 02:53:00
REV-005673,ORD-006868,5,Buena calidad,Buena calidad,2022-08-28 11:41:00
REV-005674,ORD-011477,2,,,2023-02-07 01:25:00
REV-005675,ORD-008362,3,,,2023-05-05 02:26:00
REV-005676,ORD-007869,5,Buena calidad,Buena calidad,2023-08-25 09:44:00
REV-005677,ORD-003960,1,Mejor de lo esperado,,2023-07-19 05:08:00
REV-005678,ORD-004709,5,OK,,2021-02-09 11:26:00
REV-005679,ORD-001055,5,Excelente producto,,2022-01-13 08:32:00
REV-005680,ORD-014163,2,Recomendado,,2023-07-24 09:16:00
REV-005681,ORD-007246,2,Recomendado,,2021-08-28 15:43:00
REV-005682,ORD-008856,5,Muy bueno,,2022-11-02 03:21:00
REV-005683,ORD-013707,5,Buena calidad,Buena calidad,2022-06-27 06:22:00
REV-005684,ORD-001070,4,Llego roto,Llego roto,2023-09-29 15:27:00
REV-005685,ORD-008771,4,,,2024-06-26 01:55:00
REV-005686,ORD-002416,5,Buena calidad,Buena calidad,2024-04-05 11:19:00
REV-003356,ORD-007736,1,Excelente producto,,2021-11-24 23:24:00
REV-005688,ORD-005117,3,Recomendado,Recomendado,2022-11-28 10:54:00
REV-005689,ORD-000172,2,Regular,Regular,2023-11-30 02:45:00
REV-005690,ORD-001254,5,Mejor de lo esperado,Mejor de lo esperado,2022-05-29 06:35:00
REV-005691,ORD-008400,5,Recomendado,Recomendado,2021-09-25 23:16:00
REV-005692,ORD-002058,3,Muy bueno,Muy bueno,2021-05-12 16:38:00
REV-005693,ORD-008675,4,Pesimo,Pesimo,2021-02-04 23:26:00
REV-005694,ORD-002961,3,Llego roto,Llego roto,2023-03-19 05:36:00
REV-005695,ORD-009667,5,Excelente producto,Excelente producto,2023-12-01 08:29:00
REV-005696,ORD-005146,3,Llego roto,Llego roto,2024-05-06 19:09:00
REV-005697,ORD-014023,3,Recomendado,Recomendado,2021-05-11 05:49:00
REV-005698,ORD-010075,2,Buena calidad,Buena calidad,2024-02-21 12:59:00
REV-005699,ORD-005669,5,No lo recomiendo,No lo recomiendo,2024-04-08 07:15:00
REV-005700,ORD-011810,2,Buena calidad,Buena calidad,2022-08-20 05:17:00
REV-005701,ORD-003855,1,Muy bueno,Muy bueno,2023-08-02 14:27:00
REV-005702,ORD-005453,5,Recomendado,,2022-03-26 05:02:00
REV-005703,ORD-008463,2,,,2022-06-18 02:05:00
REV-005704,ORD-004824,1,,,2022-03-22 06:49:00
REV-005705,ORD-004305,4,Buena calidad,,2024-02-04 05:46:00
REV-005706,ORD-012842,3,,,2023-01-12 10:05:00
REV-005707,ORD-008608,1,Llego roto,,2022-04-21 16:52:00
REV-005708,ORD-006746,4,OK,,2022-04-17 00:20:00
REV-005709,ORD-013211,1,Mejor de lo esperado,Mejor de lo esperado,2021-02-02 09:04:00
REV-005710,ORD-005800,5,Regular,,2022-08-19 08:07:00
REV-005711,ORD-008348,1,Recomendado,Recomendado,2021-08-21 23:51:00
REV-005712,ORD-007792,1,Regular,,2021-10-09 13:42:00
REV-005713,ORD-012377,3,Regular,Regular,2022-12-11 05:45:00
REV-005714,ORD-008370,5,Malo,Malo,2023-10-07 13:30:00
REV-005715,ORD-009209,10,Malo,Malo,2023-12-04 07:23:00
REV-005716,ORD-002715,1,OK,OK,2021-04-23 22:57:00
REV-005717,ORD-014107,3,Muy bueno,Muy bueno,2023-06-29 14:01:00
REV-005718,ORD-009348,1,Pesimo,Pesimo,2023-10-21 19:11:00
REV-005719,ORD-008235,5,Llego roto,Llego roto,2023-04-05 09:45:00
REV-005720,ORD-014457,3,Llego roto,Llego roto,2021-03-14 06:06:00
REV-005721,ORD-012331,1,No lo recomiendo,No lo recomiendo,2021-11-19 23:35:00
REV-005722,ORD-010560,3,Pesimo,Pesimo,2021-03-19 18:05:00
REV-005723,ORD-014090,2,No lo recomiendo,,2023-04-02 20:28:00
REV-005724,ORD-014682,4,Cumple expectativas,,2023-08-01 11:02:00
REV-005725,ORD-014906,4,Llego roto,Llego roto,2023-04-18 10:12:00
REV-005726,ORD-011869,2,Cumple expectativas,Cumple expectativas,2024-02-15 03:46:00
REV-005727,ORD-011834,3,Llego roto,,2021-06-22 16:26:00
REV-005728,ORD-000629,10,Recomendado,,2023-05-14 11:15:00
REV-005729,ORD-002787,4,Llego roto,Llego roto,2021-02-24 13:06:00
REV-005730,ORD-010654,1,,,2022-11-23 21:19:00
REV-005731,ORD-008473,3,Malo,,2022-01-28 07:14:00
REV-005732,ORD-013504,2,Mejor de lo esperado,,2024-05-02 10:09:00
REV-005733,ORD-000761,3,Llego roto,,2021-09-19 13:45:00
REV-005734,ORD-013723,4,,,2023-11-03 14:42:00
REV-005735,ORD-003119,3,,,2022-01-12 20:51:00
REV-005736,ORD-005163,5,OK,,2024-05-23 02:03:00
REV-005737,ORD-014737,4,Mejor de lo esperado,Mejor de lo esperado,2023-11-01 07:07:00
REV-005738,ORD-003451,3,Mejor de lo esperado,,2023-02-02 10:02:00
REV-005739,ORD-002349,5,Mejor de lo esperado,Mejor de lo esperado,2022-12-04 05:00:00
REV-005740,ORD-011895,1,No lo recomiendo,,2022-10-22 18:58:00
REV-005741,ORD-000068,3,Llego roto,Llego roto,2023-01-04 07:30:00
REV-005742,ORD-011787,1,No lo recomiendo,No lo recomiendo,2022-09-04 13:45:00
REV-005743,ORD-011578,1,,,2021-05-14 08:03:00
REV-005744,ORD-012670,3,Llego roto,Llego roto,2022-08-21 16:27:00
REV-005745,ORD-006776,2,Buena calidad,,2021-09-16 16:19:00
REV-005746,ORD-001039,3,Buena calidad,Buena calidad,2021-03-16 10:54:00
REV-005747,ORD-006485,3,No lo recomiendo,No lo recomiendo,2024-01-28 00:29:00
REV-005748,ORD-012936,0,OK,OK,2021-02-16 20:57:00
REV-005749,ORD-005431,1,Buena calidad,,2024-03-08 09:56:00
REV-005750,ORD-001877,5,Malo,,2021-10-20 03:42:00
REV-005751,ORD-008447,4,Mejor de lo esperado,Mejor de lo esperado,2022-03-03 03:15:00
REV-005752,ORD-004838,0,Malo,Malo,2024-02-11 23:05:00
REV-005753,ORD-010990,5,Llego roto,,2023-09-21 13:47:00
REV-005754,ORD-005470,3,Buena calidad,,2021-02-19 20:49:00
REV-005755,ORD-009406,1,Llego roto,Llego roto,2024-03-15 12:45:00
REV-005756,ORD-011372,2,Recomendado,,2022-06-10 14:03:00
REV-005757,ORD-005804,1,Recomendado,Recomendado,2023-01-28 01:50:00
REV-005758,ORD-008381,1,Recomendado,,2023-03-31 12:19:00
REV-005759,ORD-004931,1,Buena calidad,,2023-09-24 20:49:00
REV-005760,ORD-011292,5,Llego roto,Llego roto,2024-05-06 06:53:00
REV-005761,ORD-013681,4,OK,OK,2023-12-19 02:25:00
REV-005762,ORD-008375,4,OK,,2024-02-08 21:08:00
REV-005763,ORD-005503,5,Malo,Malo,2021-06-17 23:31:00
REV-005764,ORD-009490,2,Regular,Regular,2021-09-22 20:48:00
REV-005765,ORD-012677,3,,,2024-03-03 21:20:00
REV-005766,ORD-014958,4,Mejor de lo esperado,,2022-10-23 23:50:00
REV-005767,ORD-006262,1,Muy bueno,Muy bueno,2023-06-08 08:31:00
REV-005768,ORD-006712,5,Muy bueno,Muy bueno,2022-10-02 12:04:00
REV-005769,ORD-000271,5,Pesimo,,2024-06-12 01:31:00
REV-005770,ORD-007318,1,OK,OK,2023-05-29 06:09:00
REV-005771,ORD-014398,5,Malo,Malo,2021-03-29 19:59:00
REV-005772,ORD-005560,2,Malo,Malo,2022-04-26 12:31:00
REV-005773,ORD-010353,1,Recomendado,Recomendado,2021-12-01 22:37:00
