order_id,customer_id,status,order_date,approved_at,delivered_at
ORD-006160,CUST-00091,delivered,2021-10-18 12:31:00,2021-10-18 13:31:00,2021-11-13 13:31:00
ORD-006161,CUST-00025,delivered,2021-08-28 06:41:00,2021-08-29 09:41:00,2021-09-25 09:41:00
ORD-006162,CUST-02946,delivered,2022-12-01 18:41:00,2022-12-03 12:41:00,2022-12-17 12:41:00
ORD-006163,CUST-03799,delivered,2022-03-11 22:23:00,2022-03-13 17:23:00,2022-04-03 17:23:00
ORD-006164,CUST-00261,delivered,2021-02-10 00:42:00,2021-02-11 17:42:00,2021-02-23 17:42:00
ORD-006165,CUST-01982,canceled,2021-04-16 22:21:00,,
ORD-006166,CUST-02392,canceled,2022-09-14 07:12:00,,
ORD-006167,CUST-02845,shipped,2022-08-29 02:34:00,2022-08-29 20:34:00,
ORD-006168,CUST-00646,delivered,2022-10-31 23:23:00,2022-11-02 17:23:00,2022-11-17 17:23:00
ORD-006169,CUST-01974,canceled,2023-09-16 01:55:00,,
ORD-006170,CUST-03637,delivered,2024-02-14 14:46:00,2024-02-16 13:46:00,2024-03-06 13:46:00
ORD-006171,CUST-02927,delivered,2024-06-26 19:39:00,2024-06-27 16:39:00,2024-07-08 16:39:00
ORD-006172,CUST-00577,delivered,2022-08-18 22:59:00,2022-08-20 20:59:00,2022-09-14 20:59:00
ORD-006173,CUST-02163,delivered,2023-07-06 09:23:00,2023-07-07 15:23:00,2023-07-23 15:23:00
ORD-006174,CUST-04105,delivered,2021-05-13 21:34:00,2021-05-14 13:34:00,2021-05-24 13:34:00
ORD-006175,CUST-97439,delivered,2023-12-10 17:33:00,2023-12-10 22:33:00,2023-12-21 22:33:00
ORD-006176,CUST-02634,delivered,2023-12-20 08:23:00,2023-12-21 03:23:00,2023-12-28 03:23:00
ORD-006177,CUST-01304,delivered,2021-10-29 04:29:00,2021-10-29 21:29:00,2021-11-01 21:29:00
ORD-006178,CUST-04445,delivered,2021-11-30 00:43:00,2021-11-30 21:43:00,2021-12-16 21:43:00
ORD-006179,CUST-02351,processing,2022-12-31 00:05:00,2023-01-01 18:05:00,
ORD-006180,CUST-01741,delivered,2024-01-16 12:49:00,2024-01-17 10:49:00,2024-01-22 10:49:00
ORD-006181,CUST-04428,delivered,,2023-06-29 16:50:00,2023-07-01 16:50:00
ORD-006182,CUST-00962,returned,2021-02-18 10:02:00,2021-02-20 00:02:00,
ORD-006183,CUST-03068,delivered,2021-04-23 04:46:00,2021-04-24 18:46:00,2021-05-23 18:46:00
ORD-006184,CUST-01398,canceled,2022-05-17 05:02:00,,
ORD-006185,CUST-00801,delivered,2023-07-08 08:34:00,2023-07-10 01:34:00,2023-08-01 01:34:00
ORD-006186,CUST-03439,processing,2023-02-12 19:24:00,2023-02-13 23:24:00,
ORD-006187,CUST-03533,delivered,2022-04-19 02:15:00,2022-04-19 04:15:00,2022-05-11 04:15:00
ORD-006188,CUST-03398,canceled,2023-07-03 22:38:00,,
ORD-006189,CUST-00593,canceled,2023-08-26 05:13:00,,
ORD-006190,CUST-02373,shipped,2021-07-31 23:10:00,2021-08-01 03:10:00,
ORD-006191,CUST-02877,delivered,2021-02-11 03:49:00,2021-02-12 15:49:00,2021-02-18 15:49:00
ORD-006192,CUST-00191,canceled,2022-11-23 22:17:00,,
ORD-006193,CUST-03886,delivered,2022-04-08 14:19:00,2022-04-08 23:19:00,2022-04-23 23:19:00
ORD-006194,CUST-02617,delivered,2021-05-05 06:13:00,2021-05-05 23:13:00,2021-05-25 23:13:00
ORD-006195,CUST-04452,delivered,2023-03-31 12:43:00,2023-04-01 00:43:00,2023-04-12 00:43:00
ORD-006196,CUST-00846,delivered,2022-04-20 19:03:00,2022-04-21 13:03:00,2022-05-21 13:03:00
ORD-006197,CUST-03905,delivered,2022-05-23 21:42:00,2022-05-25 16:42:00,2022-06-12 16:42:00
ORD-006198,CUST-02356,canceled,2022-06-26 16:31:00,,
ORD-006199,CUST-04800,shipped,2023-03-20 11:10:00,2023-03-22 11:10:00,
ORD-006200,CUST-02182,shipped,2022-03-08 09:51:00,2022-03-09 12:51:00,
ORD-006201,CUST-04604,canceled,2021-12-20 23:11:00,,
ORD-006202,CUST-02030,delivered,2023-07-22 13:58:00,2023-07-24 05:58:00,2023-08-13 05:58:00
ORD-006203,CUST-03687,delivered,2021-12-21 08:13:00,2021-12-22 05:13:00,2021-12-28 05:13:00
ORD-006204,CUST-04451,delivered,2024-06-14 23:29:00,2024-06-16 07:29:00,2024-06-23 07:29:00
ORD-006205,CUST-96254,delivered,2023-01-14 00:26:00,2023-01-14 14:26:00,2023-01-28 14:26:00
ORD-006206,CUST-00436,delivered,2022-03-15 05:09:00,2022-03-16 09:09:00,2022-03-28 09:09:00
ORD-006207,CUST-03308,returned,2021-01-19 15:36:00,2021-01-21 14:36:00,
ORD-006208,CUST-01623,processing,2022-02-11 09:38:00,2022-02-11 20:38:00,
ORD-006209,CUST-02435,delivered,2024-04-02 08:09:00,2024-04-03 20:09:00,2024-04-20 20:09:00
ORD-006210,CUST-02805,delivered,2021-03-23 19:55:00,2021-03-24 02:55:00,2021-04-09 02:55:00
ORD-006211,CUST-00449,returned,2023-01-11 01:57:00,2023-01-11 17:57:00,
ORD-006212,CUST-04230,shipped,2021-12-19 22:01:00,2021-12-20 23:01:00,
ORD-006213,CUST-01820,delivered,2021-04-22 14:19:00,2021-04-23 04:19:00,2021-05-06 04:19:00
ORD-006214,CUST-03477,delivered,2022-03-14 15:54:00,2022-03-14 21:54:00,2022-04-07 21:54:00
ORD-006215,CUST-04302,delivered,2021-03-08 13:49:00,2021-03-09 19:49:00,2021-04-04 19:49:00
ORD-006216,CUST-01904,delivered,2023-05-28 04:47:00,2023-05-30 02:47:00,2023-06-14 02:47:00
ORD-006217,CUST-03913,delivered,2021-06-21 20:07:00,2021-06-23 18:07:00,2021-06-24 18:07:00
ORD-006218,CUST-03145,delivered,2023-12-14 07:13:00,2023-12-14 23:13:00,2024-01-02 23:13:00
ORD-006219,CUST-01680,delivered,2022-04-21 14:54:00,2022-04-22 01:54:00,2022-05-21 01:54:00
ORD-006220,CUST-91406,delivered,2023-03-13 07:35:00,2023-03-15 00:35:00,2023-03-16 00:35:00
ORD-006221,CUST-04726,shipped,2023-11-29 02:36:00,2023-11-30 20:36:00,
ORD-006222,CUST-00933,delivered,2022-07-17 07:05:00,2022-07-18 10:05:00,2022-07-26 10:05:00
ORD-006223,CUST-03935,delivered,2024-06-23 23:57:00,2024-06-24 07:57:00,2024-07-11 07:57:00
ORD-006224,CUST-01032,processing,2021-07-03 08:30:00,2021-07-04 02:30:00,
ORD-006225,CUST-01069,delivered,2021-02-04 08:56:00,2021-02-04 20:56:00,2021-02-28 20:56:00
ORD-006226,CUST-00628,shipped,2021-10-14 04:14:00,2021-10-15 08:14:00,
ORD-006227,CUST-03484,delivered,2022-05-20 10:07:00,2022-05-21 10:07:00,2022-05-29 10:07:00
ORD-006228,CUST-00823,canceled,2021-12-01 20:02:00,,
ORD-006229,CUST-04219,delivered,2021-05-04 08:18:00,2021-05-04 23:18:00,2021-05-28 23:18:00
ORD-006230,CUST-03033,delivered,2024-04-27 16:16:00,2024-04-28 10:16:00,2024-05-03 10:16:00
ORD-006231,CUST-03841,returned,2023-11-13 03:44:00,2023-11-13 20:44:00,
ORD-006232,CUST-00208,shipped,2022-04-11 16:33:00,2022-04-13 01:33:00,
ORD-006233,CUST-03263,delivered,2023-02-22 05:50:00,2023-02-22 19:50:00,2023-03-12 19:50:00
ORD-006234,CUST-00655,delivered,2022-05-08 15:27:00,2022-05-09 05:27:00,2022-06-08 05:27:00
ORD-006235,CUST-04532,delivered,2023-07-01 09:22:00,2023-07-01 23:22:00,2023-07-08 23:22:00
ORD-006236,CUST-00726,delivered,2021-03-25 17:05:00,2021-03-26 12:05:00,2021-04-13 12:05:00
ORD-006237,CUST-03116,shipped,2023-10-26 09:11:00,2023-10-27 12:11:00,
ORD-006238,CUST-01861,delivered,2023-01-04 14:28:00,2023-01-05 11:28:00,2023-01-07 11:28:00
ORD-006239,CUST-02017,canceled,2024-04-07 07:36:00,,
ORD-006240,CUST-02727,returned,2021-12-14 06:19:00,2021-12-14 22:19:00,
ORD-006241,CUST-02001,delivered,2021-09-29 16:02:00,2021-09-30 22:02:00,2021-10-05 22:02:00
ORD-006242,CUST-04432,canceled,2022-05-22 11:03:00,,
ORD-006243,CUST-04077,delivered,2022-08-03 22:16:00,2022-08-04 18:16:00,2022-08-25 18:16:00
ORD-006244,CUST-03020,delivered,2021-09-06 15:00:00,2021-09-07 15:00:00,2021-09-29 15:00:00
ORD-006245,CUST-00009,canceled,2023-04-06 16:41:00,,
ORD-006246,CUST-03134,processing,2023-05-10 22:12:00,2023-05-11 22:12:00,
ORD-006247,CUST-03555,delivered,2023-04-05 14:35:00,2023-04-07 10:35:00,2023-04-24 10:35:00
ORD-006248,CUST-01469,delivered,2022-03-31 08:32:00,2022-04-01 10:32:00,2022-04-15 10:32:00
ORD-006249,CUST-00867,delivered,2022-12-23 01:34:00,2022-12-23 09:34:00,2023-01-13 09:34:00
ORD-006250,CUST-02901,delivered,2022-01-26 06:11:00,2022-01-26 23:11:00,2022-02-21 23:11:00
ORD-006251,CUST-02674,delivered,2022-03-20 22:10:00,2022-03-21 04:10:00,2022-03-27 04:10:00
ORD-006252,CUST-04912,delivered,2021-07-06 07:34:00,2021-07-07 05:34:00,2021-07-12 05:34:00
ORD-006253,CUST-03479,shipped,2021-03-25 14:49:00,2021-03-27 12:49:00,
ORD-006254,CUST-01882,delivered,2023-10-25 11:07:00,2023-10-27 10:07:00,2023-11-07 10:07:00
ORD-006255,CUST-00980,delivered,2024-06-22 21:52:00,2024-06-23 05:52:00,2024-07-15 05:52:00
ORD-006256,CUST-04458,processing,2023-12-14 10:45:00,2023-12-15 22:45:00,
ORD-006257,CUST-01898,delivered,2022-09-16 04:30:00,2022-09-16 09:30:00,2022-09-17 09:30:00
ORD-006258,CUST-01009,delivered,2022-02-20 21:21:00,2022-02-22 00:21:00,2022-03-17 00:21:00
ORD-006259,CUST-01678,delivered,2023-04-07 07:09:00,2023-04-08 04:09:00,2023-04-17 04:09:00
ORD-006260,CUST-03011,delivered,2021-12-03 07:32:00,2021-12-04 13:32:00,2021-12-06 13:32:00
ORD-006261,CUST-00260,delivered,2023-07-08 19:54:00,2023-07-10 15:54:00,2023-08-07 15:54:00
ORD-006262,CUST-00760,shipped,2022-12-21 00:30:00,2022-12-21 19:30:00,
ORD-006263,CUST-04574,delivered,2023-02-02 04:12:00,2023-02-03 08:12:00,2023-02-26 08:12:00
ORD-006264,CUST-01808,shipped,2024-01-07 10:34:00,2024-01-08 02:34:00,
ORD-006265,CUST-00937,canceled,2021-07-23 06:30:00,,
ORD-006266,CUST-00438,delivered,2021-10-13 18:11:00,2021-10-15 05:11:00,2021-10-28 05:11:00
ORD-006267,CUST-03607,returned,2021-11-30 19:34:00,2021-12-02 09:34:00,
ORD-006268,CUST-02995,shipped,2021-05-04 05:33:00,2021-05-05 17:33:00,
ORD-006269,CUST-01789,delivered,2023-04-22 10:09:00,2023-04-24 08:09:00,2023-05-18 08:09:00
ORD-006270,CUST-03556,delivered,2022-02-15 03:51:00,2022-02-15 20:51:00,2022-02-17 20:51:00
ORD-006271,CUST-02221,shipped,2021-03-20 07:24:00,2021-03-22 01:24:00,
ORD-006272,CUST-02427,delivered,2022-12-17 13:42:00,2022-12-19 06:42:00,2022-12-27 06:42:00
ORD-006273,CUST-03829,delivered,2021-11-02 10:00:00,2021-11-04 06:00:00,2021-11-12 06:00:00
ORD-006274,CUST-02664,delivered,2022-04-13 07:24:00,2022-04-14 11:24:00,2022-04-27 11:24:00
ORD-006275,CUST-01530,shipped,2023-05-19 20:40:00,2023-05-21 17:40:00,
ORD-006276,CUST-04568,delivered,2021-04-22 09:07:00,2021-04-23 18:07:00,2021-05-15 18:07:00
ORD-006277,CUST-00403,delivered,2022-01-27 18:44:00,2022-01-28 06:44:00,2022-01-31 06:44:00
ORD-006278,CUST-00058,delivered,2021-11-17 14:50:00,2021-11-18 02:50:00,2021-12-10 02:50:00
ORD-006279,CUST-04959,shipped,2023-12-23 23:52:00,2023-12-24 02:52:00,
ORD-006280,CUST-01031,delivered,2022-01-11 10:00:00,2022-01-13 06:00:00,2022-02-12 06:00:00
ORD-006281,CUST-03658,DELIVERED,2024-05-24 07:48:00,2024-05-25 23:48:00,2024-06-11 23:48:00
ORD-006282,CUST-04099,delivered,2021-09-17 01:23:00,2021-09-18 07:23:00,2021-09-25 07:23:00
ORD-006283,CUST-02886,delivered,2023-07-13 07:10:00,2023-07-13 17:10:00,2023-07-19 17:10:00
ORD-006284,CUST-04590,delivered,2024-01-23 11:48:00,2024-01-24 21:48:00,2024-02-05 21:48:00
ORD-006285,CUST-04623,delivered,2023-11-06 17:06:00,2023-11-08 05:06:00,2023-11-17 05:06:00
ORD-006286,CUST-03118,delivered,2023-11-07 06:51:00,2023-11-08 12:51:00,2023-11-22 12:51:00
ORD-006287,CUST-00507,canceled,2023-04-15 08:39:00,,
ORD-006288,CUST-99574,returned,2024-04-24 01:10:00,2024-04-25 08:10:00,
ORD-006289,CUST-03060,canceled,2022-09-06 22:45:00,,
ORD-006290,CUST-00833,delivered,2024-04-30 15:27:00,2024-05-02 01:27:00,2024-05-25 01:27:00
ORD-006291,CUST-02832,processing,2022-02-21 03:36:00,2022-02-21 12:36:00,
ORD-006292,CUST-01187,delivered,2022-12-02 15:34:00,2022-12-03 10:34:00,2022-12-23 10:34:00
ORD-006293,CUST-00521,shipped,2022-12-14 18:12:00,2022-12-15 01:12:00,
ORD-006294,CUST-00261,delivered,2024-01-30 23:05:00,2024-01-31 06:05:00,2024-02-22 06:05:00
ORD-006295,CUST-03597,delivered,2024-06-29 22:29:00,2024-06-30 16:29:00,2024-07-30 16:29:00
ORD-006296,CUST-02200,delivered,2024-02-29 04:05:00,2024-03-01 11:05:00,2024-03-12 11:05:00
ORD-006297,CUST-00345,delivered,2024-01-06 08:50:00,2024-01-08 02:50:00,2024-01-11 02:50:00
ORD-006298,CUST-02624,canceled,2022-03-24 22:43:00,,
ORD-006299,CUST-04044,delivered,2022-05-07 01:49:00,2022-05-07 14:49:00,2022-06-05 14:49:00
ORD-006300,CUST-01662,delivered,2022-12-05 22:52:00,2022-12-07 20:52:00,2023-01-01 20:52:00
ORD-006301,CUST-02975,shipped,2022-09-24 11:55:00,2022-09-26 01:55:00,
ORD-006302,CUST-02499,shipped,2024-05-09 11:00:00,2024-05-09 12:00:00,
ORD-006303,CUST-03034,delivered,2023-02-27 13:17:00,2023-02-28 16:17:00,2023-03-01 16:17:00
ORD-006304,CUST-03403,shipped,2022-08-11 21:23:00,2022-08-12 06:23:00,
ORD-006305,CUST-01234,delivered,2024-01-10 08:42:00,2024-01-11 00:42:00,2024-01-21 00:42:00
ORD-006306,CUST-04345,delivered,2023-07-05 07:49:00,2023-07-06 03:49:00,2023-08-04 03:49:00
ORD-006307,CUST-03340,delivered,2021-03-30 16:14:00,2021-03-31 15:14:00,2021-04-20 15:14:00
ORD-006308,CUST-00312,delivered,2021-10-20 15:37:00,2021-10-21 08:37:00,2021-11-04 08:37:00
ORD-006309,CUST-01882,shipped,2021-05-07 01:20:00,2021-05-07 03:20:00,
ORD-006310,CUST-01932,delivered,2022-05-20 04:50:00,2022-05-20 16:50:00,2022-06-05 16:50:00
ORD-006311,CUST-01813,delivered,2021-01-14 02:33:00,2021-01-15 09:33:00,2021-02-11 09:33:00
ORD-006312,CUST-03376,unknown,2022-11-16 14:49:00,2022-11-18 10:49:00,2022-12-08 10:49:00
ORD-006313,CUST-01847,delivered,2023-07-16 17:23:00,2023-07-16 18:23:00,2023-08-13 18:23:00
ORD-006314,CUST-04684,shipped,2021-08-30 05:27:00,2021-08-30 11:27:00,
ORD-006315,CUST-04295,delivered,2022-10-24 04:48:00,2022-10-24 13:48:00,2022-11-08 13:48:00
ORD-006316,CUST-03178,shipped,2024-04-24 11:54:00,2024-04-26 04:54:00,
ORD-006317,CUST-02141,delivered,2022-09-17 14:37:00,2022-09-18 07:37:00,2022-09-29 07:37:00
ORD-006318,CUST-00133,returned,2021-10-08 04:06:00,2021-10-09 04:06:00,
ORD-006319,CUST-00958,delivered,2024-04-08 04:41:00,2024-04-09 00:41:00,2024-04-22 00:41:00
ORD-006320,CUST-04742,delivered,2021-09-14 00:21:00,2021-09-15 14:21:00,2021-10-07 14:21:00
ORD-006321,CUST-02350,delivered,2024-06-10 23:41:00,2024-06-11 16:41:00,2024-06-28 16:41:00
ORD-006322,CUST-03070,delivered,2023-10-05 03:15:00,2023-10-05 19:15:00,2023-10-18 19:15:00
ORD-006323,CUST-95508,,2023-01-10 11:30:00,2023-01-11 12:30:00,2023-01-18 12:30:00
ORD-006324,CUST-03518,delivered,2024-03-05 16:38:00,2024-03-05 19:38:00,2024-03-18 19:38:00
ORD-006325,CUST-03105,processing,2024-04-06 07:11:00,2024-04-07 10:11:00,
ORD-006326,CUST-04079,returned,2021-12-17 04:39:00,2021-12-18 16:39:00,
ORD-006327,CUST-04242,shipped,2022-08-26 09:02:00,2022-08-27 09:02:00,
ORD-006328,CUST-02063,shipped,2023-11-18 10:50:00,2023-11-19 09:50:00,
ORD-006329,CUST-04583,delivered,2023-02-18 08:16:00,2023-02-18 13:16:00,2023-03-15 13:16:00
ORD-006330,CUST-03646,delivered,2024-04-03 02:06:00,2024-04-04 22:06:00,2024-04-19 22:06:00
ORD-006331,CUST-00555,delivered,2021-03-12 17:00:00,2021-03-13 20:00:00,2021-03-30 20:00:00
ORD-006332,CUST-01696,delivered,2023-09-09 15:12:00,2023-09-11 04:12:00,2023-09-16 04:12:00
ORD-006333,CUST-03322,delivered,2022-10-18 06:54:00,2022-10-19 15:54:00,2022-11-16 15:54:00
ORD-006334,CUST-00142,delivered,2021-06-19 11:14:00,2021-06-21 04:14:00,2021-07-18 04:14:00
ORD-006335,CUST-04690,delivered,2023-08-11 18:07:00,2023-08-12 18:07:00,2023-09-03 18:07:00
ORD-006336,CUST-04273,shipped,2021-10-20 10:43:00,2021-10-22 02:43:00,
ORD-006337,CUST-01419,canceled,2024-02-26 00:23:00,,
ORD-006338,CUST-01408,delivered,2022-10-03 03:49:00,2022-10-03 19:49:00,2022-10-30 19:49:00
ORD-006339,CUST-01978,canceled,2023-06-29 18:50:00,,
ORD-006340,CUST-03929,shipped,2021-10-26 06:09:00,2021-10-28 05:09:00,
ORD-006341,CUST-04014,canceled,2023-08-16 12:39:00,,
ORD-006342,CUST-00085,delivered,2022-10-14 09:06:00,2022-10-15 04:06:00,2022-10-23 04:06:00
ORD-006343,CUST-03624,shipped,2022-08-25 13:13:00,2022-08-27 10:13:00,
ORD-006344,CUST-01366,shipped,2021-05-07 20:05:00,2021-05-08 22:05:00,
ORD-006345,CUST-00633,shipped,2021-01-30 10:44:00,2021-02-01 06:44:00,
ORD-006346,CUST-00214,delivered,2022-04-15 16:49:00,2022-04-16 09:49:00,2022-05-01 09:49:00
ORD-006347,CUST-00643,processing,2021-09-21 11:08:00,2021-09-22 23:08:00,
ORD-006348,CUST-01464,delivered,2021-09-05 10:07:00,2021-09-06 22:07:00,2021-10-03 22:07:00
ORD-006349,CUST-02135,processing,2021-11-09 07:35:00,2021-11-10 06:35:00,
ORD-006350,CUST-00295,delivered,2024-05-04 01:48:00,2024-05-04 14:48:00,2024-05-28 14:48:00
ORD-006351,CUST-01375,delivered,2021-12-29 09:34:00,2021-12-31 03:34:00,2022-01-19 03:34:00
ORD-006352,CUST-00842,delivered,2022-01-31 17:22:00,2022-02-02 08:22:00,2022-02-18 08:22:00
ORD-006353,CUST-02500,shipped,2022-08-17 21:34:00,2022-08-18 05:34:00,
ORD-006354,CUST-02248,delivered,2024-04-08 18:15:00,2024-04-10 01:15:00,2024-04-22 01:15:00
ORD-006355,CUST-03815,shipped,2022-02-19 12:53:00,2022-02-19 20:53:00,
ORD-006356,CUST-01145,delivered,2021-01-03 06:31:00,2021-01-03 18:31:00,2021-01-11 18:31:00
ORD-006357,CUST-00766,canceled,2022-02-02 18:55:00,,
ORD-006358,CUST-02956,canceled,2022-12-24 10:03:00,,
ORD-006359,CUST-02396,delivered,2023-11-06 23:28:00,2023-11-07 13:28:00,2023-11-09 13:28:00
ORD-006360,CUST-04764,delivered,2023-01-02 23:31:00,2023-01-03 22:31:00,2023-01-29 22:31:00
ORD-006361,CUST-96412,delivered,2022-05-03 17:22:00,2022-05-04 14:22:00,2022-05-16 14:22:00
ORD-006362,CUST-03181,shipped,2022-08-12 02:05:00,2022-08-12 16:05:00,
ORD-006363,CUST-04228,delivered,2022-02-24 16:01:00,2022-02-25 04:01:00,2022-03-25 04:01:00
ORD-006364,CUST-01634,delivered,2021-03-31 00:22:00,2021-03-31 16:22:00,2021-04-22 16:22:00
ORD-006365,CUST-01270,processing,2024-04-09 02:07:00,2024-04-11 00:07:00,
ORD-006366,CUST-03947,canceled,2021-04-25 15:59:00,,
ORD-006367,CUST-02212,delivered,2022-12-18 21:31:00,2022-12-19 23:31:00,2023-01-07 23:31:00
ORD-006368,CUST-00103,delivered,2021-04-23 05:41:00,2021-04-23 17:41:00,2021-05-02 17:41:00
ORD-006369,CUST-04459,delivered,2022-01-17 08:24:00,2022-01-18 21:24:00,2022-02-03 21:24:00
ORD-006370,CUST-02281,canceled,2022-06-01 18:32:00,,
ORD-006371,CUST-00109,delivered,2024-04-07 04:27:00,2024-04-08 09:27:00,2024-04-19 09:27:00
ORD-006372,CUST-02406,shipped,2021-10-08 14:59:00,2021-10-08 20:59:00,
ORD-006373,CUST-01588,delivered,2021-07-29 19:13:00,2021-07-30 22:13:00,2021-08-17 22:13:00
ORD-006374,CUST-04720,delivered,2022-01-31 08:15:00,2022-02-01 00:15:00,2022-02-13 00:15:00
ORD-006375,CUST-01437,delivered,2023-01-17 02:14:00,2023-01-19 01:14:00,2023-01-28 01:14:00
ORD-006376,CUST-02432,processing,2021-11-05 04:49:00,2021-11-06 05:49:00,
ORD-006377,CUST-04078,delivered,2021-08-09 05:47:00,2021-08-11 03:47:00,2021-09-10 03:47:00
ORD-006378,CUST-03989,delivered,2021-08-14 10:30:00,2021-08-14 15:30:00,2021-08-28 15:30:00
ORD-006379,CUST-01934,canceled,2023-05-20 01:32:00,,
ORD-006380,CUST-01825,delivered,2021-04-27 07:19:00,2021-04-28 08:19:00,2021-05-11 08:19:00
ORD-006381,CUST-03261,shipped,2023-08-24 18:10:00,2023-08-26 15:10:00,
ORD-006382,CUST-01934,processing,2021-09-02 22:12:00,2021-09-03 01:12:00,
ORD-006383,CUST-01291,shipped,2024-04-11 03:58:00,2024-04-13 02:58:00,
ORD-006384,CUST-03614,canceled,2023-01-04 03:20:00,,
ORD-006385,CUST-04356,delivered,2021-06-17 12:47:00,2021-06-18 06:47:00,2021-06-20 06:47:00
ORD-006386,CUST-03349,shipped,2023-09-14 00:49:00,2023-09-14 06:49:00,
ORD-006387,CUST-00319,delivered,2022-05-04 07:25:00,2022-05-06 00:25:00,2022-06-04 00:25:00
ORD-006388,CUST-03394,shipped,2021-04-18 09:14:00,2021-04-19 10:14:00,
ORD-006389,CUST-01197,delivered,2021-04-26 04:12:00,2021-04-27 23:12:00,2021-05-11 23:12:00
ORD-006390,CUST-04821,delivered,2023-04-21 14:09:00,2023-04-23 03:09:00,2023-05-19 03:09:00
ORD-006391,CUST-03763,shipped,2023-02-08 04:38:00,2023-02-08 14:38:00,
ORD-006392,CUST-02492,processing,2021-04-02 08:47:00,2021-04-02 19:47:00,
ORD-006393,CUST-01086,delivered,2021-08-07 07:17:00,2021-08-08 16:17:00,2021-08-16 16:17:00
ORD-006394,CUST-00590,canceled,2023-12-27 23:53:00,,
ORD-000004,CUST-03086,returned,2023-11-25 19:33:00,2023-11-26 12:33:00,
ORD-006396,CUST-01586,delivered,2024-03-11 07:43:00,2024-03-11 17:43:00,2024-03-13 17:43:00
ORD-006397,CUST-01427,delivered,2021-08-27 09:02:00,2021-08-28 18:02:00,2021-09-02 18:02:00
ORD-006398,CUST-00921,canceled,2023-04-07 21:53:00,,
ORD-006399,CUST-03985,shipped,2024-03-27 19:13:00,2024-03-29 05:13:00,
ORD-006400,CUST-03477,delivered,2023-02-19 03:52:00,2023-02-20 01:52:00,2023-03-22 01:52:00
ORD-006401,CUST-01355,delivered,2021-03-15 10:23:00,2021-03-16 22:23:00,2021-04-15 22:23:00
ORD-006402,CUST-01314,delivered,2021-01-14 08:58:00,2021-01-15 09:58:00,2021-01-27 09:58:00
ORD-006403,CUST-03859,delivered,2024-01-01 08:07:00,2024-01-02 00:07:00,2024-01-06 00:07:00
ORD-006404,CUST-03848,delivered,2021-02-20 03:33:00,2021-02-20 09:33:00,2021-03-22 09:33:00
ORD-006405,CUST-04015,canceled,2024-01-06 18:23:00,,
ORD-006406,CUST-00618,processing,2023-04-08 06:25:00,2023-04-09 06:25:00,
ORD-006407,CUST-02469,delivered,2022-03-15 07:33:00,2022-03-17 06:33:00,2022-04-05 06:33:00
ORD-006408,CUST-02190,returned,2024-02-21 11:56:00,2024-02-22 07:56:00,
ORD-006409,CUST-04538,returned,2022-06-26 09:53:00,2022-06-27 21:53:00,
ORD-006410,CUST-01325,delivered,2022-03-10 08:48:00,2022-03-10 11:48:00,2022-03-12 11:48:00
ORD-006411,CUST-00308,delivered,2021-07-04 05:21:00,2021-07-06 04:21:00,2021-08-02 04:21:00
ORD-006412,CUST-00450,delivered,2023-07-13 21:46:00,2023-07-14 18:46:00,2023-08-07 18:46:00
ORD-006413,CUST-00254,canceled,2023-09-25 21:36:00,,
ORD-006414,CUST-00836,delivered,2023-02-04 06:18:00,2023-02-04 17:18:00,2023-03-03 17:18:00
ORD-006415,CUST-02321,delivered,2021-10-16 12:54:00,2021-10-16 22:54:00,2021-11-01 22:54:00
ORD-006416,CUST-02017,processing,2021-01-01 23:38:00,2021-01-02 07:38:00,
ORD-006417,CUST-00515,shipped,2021-02-01 17:56:00,2021-02-02 21:56:00,
ORD-006418,CUST-04841,delivered,2022-01-01 16:37:00,2022-01-01 21:37:00,2022-01-23 21:37:00
ORD-006419,CUST-03114,canceled,2021-01-08 07:27:00,,
ORD-006420,CUST-03368,delivered,2023-04-04 04:08:00,2023-04-05 23:08:00,2023-04-07 23:08:00
ORD-006421,CUST-04853,canceled,2024-02-17 11:22:00,,
ORD-006422,CUST-04682,shipped,2023-05-15 00:16:00,2023-05-15 23:16:00,
ORD-006423,CUST-01171,canceled,2022-09-12 23:38:00,,
ORD-006424,CUST-01493,delivered,2021-01-13 01:07:00,2021-01-14 18:07:00,2021-01-17 18:07:00
ORD-006425,CUST-00123,delivered,2022-03-01 12:24:00,2022-03-03 12:24:00,2022-03-07 12:24:00
ORD-006426,CUST-00438,delivered,2022-02-05 21:07:00,2022-02-06 07:07:00,2022-02-16 07:07:00
ORD-006427,CUST-01737,processing,2022-03-18 15:21:00,2022-03-20 02:21:00,
ORD-006428,CUST-01230,delivered,2024-05-23 09:01:00,2024-05-24 09:01:00,2024-06-10 09:01:00
ORD-006429,CUST-02449,canceled,2022-10-25 09:22:00,,
ORD-006430,CUST-00767,canceled,2021-09-23 00:05:00,,
ORD-006431,CUST-01921,delivered,2024-06-09 16:25:00,2024-06-10 05:25:00,2024-07-01 05:25:00
ORD-006432,CUST-00631,canceled,2023-04-25 21:37:00,,
ORD-006433,CUST-03039,delivered,2021-03-16 10:04:00,2021-03-18 09:04:00,2021-04-10 09:04:00
ORD-006434,CUST-01139,delivered,2023-09-15 00:17:00,2023-09-16 20:17:00,2023-09-25 20:17:00
